player_id,player_name,club_team,intl_team,club_minutes,intl_minutes,club_n_contexts,intl_n_contexts,club_per90_vaep,intl_per90_vaep,delta_per90_vaep,club_joi_top5_sum,intl_joi_top5_sum,delta_joi_top5_sum,club_centrality_eigen,intl_centrality_eigen,delta_centrality_eigen,club_embeddedness,intl_embeddedness,delta_embeddedness,career_familiarity_with_intl_squadmates
16335,Samuel Chimerenka Chukwueze,Villarreal,Nigeria,180.0,256.68333333333334,1,1,0.10556219661521027,0.09503258510582271,-0.010529611509387554,0.09516616002579113,0.03508639965182444,-0.060079760373966694,0.2250871993370794,0.12044080284805406,-0.10464639648902535,0.11470596996003493,0.09553731945498585,-0.01916865050504908,2720.0
19677,Karim Benzema,Real Madrid,France,180.9,347.75,1,1,-0.31386664378617785,0.7885989727027659,1.1024656164889437,0.032710612013520185,0.4243327754089525,0.3916221633954323,0.31481951755753995,0.19708120724990522,-0.11773831030763474,-0.2811983965905501,0.09810361403293041,0.37930201062348057,4036.0
32480,Ronald Federico Araújo da Silva,Barcelona,Uruguay,1476.5333333333333,257.91666666666663,2,1,0.1833407494494993,0.02102071146543931,-0.16232003798405997,0.3022327664300453,0.3967129960532673,0.094480229623222,0.0949574918831738,0.3032774820001727,0.20831999011699887,2.325188996298034,0.269268265341247,-2.055920730956787,3936.0
3308,Kieran Trippier,Atlético Madrid,England,180.0,1476.8333333333333,1,4,0.21310906545678152,0.22314330709607258,0.010034241639291064,0.06502771015297773,0.20692093422846747,0.14189322407548974,0.4327245625314218,0.2277631230984174,-0.20496143943300438,-0.15748705729973622,0.5487159392423858,0.706202996542122,16876.0
4445,Jules Koundé,Sevilla,France,180.0,1023.6,1,2,-0.00045840405800845474,0.0666895170140206,0.06714792107202905,-0.020468089088798807,0.06406363824567894,0.08453172733447775,0.5090705769578585,0.27926093043208405,-0.22980964652577446,0.11620853233401307,0.1827242043123408,0.06651567197832772,11340.0
5633,Yannick Ferreira Carrasco,Atlético Madrid,Belgium,180.78333333333333,455.84999999999997,1,2,0.412683962016159,0.06678173885670852,-0.34590222315945046,0.022623859508162092,0.04379904162401048,0.021175182115848387,0.20678325492560953,0.10909361887979077,-0.09768963604581876,-0.2510918593774888,0.8196292893017398,1.0707211486792287,6959.0
11748,Unai Simón Mendibil,Athletic Club,Spain,180.0,1440.0,1,3,0.08619201660621911,-0.25729332804075966,-0.3434853446469788,0.01676206127117901,0.028727907754091377,0.011965846482912365,0.13947243876435186,0.16956666127649703,0.030094222512145163,-0.013351230983308617,0.4464865558725189,0.4598377868558275,15850.0
21881,Sergino Dest,Barcelona,United States,1778.4833333333333,307.56666666666666,1,1,0.14932454085969363,0.225961843915791,0.07663730305609737,0.14633909741654552,0.2763484347516363,0.13000933733509076,0.16781273505673036,0.31235559961053805,0.1445428645538077,1.982343347975079,0.24722721270125322,-1.7351161352738258,3402.0
30486,Pedro González López,Barcelona,Spain,2245.383333333333,1084.6,1,3,0.11044922776620315,0.1551196582259389,0.04467043045973575,0.4016345022718208,0.08853851498001762,-0.31309598729180316,0.2793853473219826,0.32634452839383365,0.04695918107185104,1.9048901960651756,0.44674372375640103,-1.4581464723087745,18356.0
39073,Moriba Kourouma Kourouma,Barcelona,Guinea,486.8,247.2,1,1,0.19607927750507265,0.11529689032013091,-0.08078238718494174,0.11901036146468048,0.036796477653282054,-0.08221388381139844,0.05623183565091562,0.19566323284085527,0.13943139718993963,2.2166378539229923,-0.0013676068766467694,-2.218005460799639,1938.0
